SERIAL,FARE,FAREK,SPEND,SPENDIMPREASON
232868240010,587,7,415,
232868240011,102,4,,
232868240012,340,5,,
232868240017,,,,
232868240020,74,5,65,
232868240023,44,4,,
232868240025,381,5,1015,
232868240027,169,7,,
232868240028,383,2,190,
232868240034,86,2,604,
232868240035,,,,
232868240037,,,,
232868240039,,,,
232868240041,267,5,915,
232868240043,247,0,,
232868240046,557,5,615,
232868240047,354,0,,
232868240054,383,2,18,
232868240055,267,5,365,
232868240056,381,5,,
232868240057,102,4,,
232868240064,,,,
232868240065,,,,
232868240069,255,5,,
232868240070,346,5,,
232868337003,,,,
232868337004,,,,
232868337009,383,2,,
232868337010,322,2,,
232868337014,,,,
232868337015,98,6,0,
232868337017,,,,
232868337020,322,2,,
232868337022,383,2,,
232868337025,,,,
232868337027,383,2,,
232868337028,,,,
232868337031,322,2,,
232868337032,322,2,,
232868337036,169,7,,
232868337039,169,7,,
232868337041,,,,
232868337042,354,0,,
232868337046,,,,
232868337047,587,7,,
232868337051,94,4,,
232868337053,74,5,3015,
232868691002,,,,
232868691005,,,,
232868691009,273,2,1839,
232868691010,354,0,,
232868691011,383,2,,
232868691012,,,,
232868691017,322,2,,
232868691018,322,2,415,
232868691023,383,2,,
232868691024,322,2,,
232868691026,383,2,169,
232868691027,,,,
232868691034,383,2,,
232868691035,383,2,,
232868691038,383,2,,
232868691039,68,4,,
232868691041,383,2,,
232868691042,250,5,,
232868691046,383,2,0,
232868691047,,,,
232868691053,322,2,,
232868691055,383,2,315,
232868691057,,,,
232868691058,169,7,1015,
232868725001,101,5,,
232868725002,383,2,,
232868725007,101,5,,
232868725008,102,5,,
232868725011,322,2,615,
232868725013,,,,
232868725016,383,2,,
232868725018,,,,
232868725022,102,5,,
232868725023,,,,
232868725028,354,0,,
232868725029,86,2,,
232868725031,322,2,,
232868725033,,,,
232868725036,98,6,,
232868725038,587,7,315,
232868725042,169,7,148,
232868725045,1700,2,315,
232868725046,,,,
232868725049,322,2,,
232868725051,322,2,,
232868725053,354,0,0,
232868725056,86,0,,
232868725059,,,,
232868725064,383,2,95,
232868725065,,,,
232868725067,346,5,,
232868767004,267,5,2515,
232868767005,322,2,,
232868767009,322,2,1265,
232868767010,98,6,,
232868767011,267,5,365,
232868767012,383,2,,
232868767016,169,7,,
232868767017,322,2,,
232868767021,322,2,2169,
232868767024,169,7,,
232868767026,,,,
232868767027,44,4,,
232868767032,,,,
232868767033,,,,
232868767039,346,5,,
232868767040,247,0,,
232868767041,,,,
232868767042,346,5,2375,
232868767047,383,2,,
232868767050,340,5,,
232868767051,346,5,,
232868767052,340,5,,
232868767056,267,5,,
232868767057,,,,
232868767061,102,5,,
232868767062,,,,
232868881003,72,5,,
232868881005,102,4,,
232868881007,1700,2,2015,
232868881010,383,2,215,
232868881012,322,2,182,
232868881013,,,,
232868881016,383,2,1215,
232868881017,1700,2,2015,
232868881023,322,2,2015,
232868881025,68,4,,
232868881026,,,,
232868881028,86,2,,
232868881031,322,2,,
232868881034,383,2,,
232868881041,1700,2,1015,
232868881042,,,,
232868881048,354,0,401,
232868881050,101,5,,
232868933002,78,5,,
232868933003,67,5,,
232868933008,381,5,,
232868933010,383,2,2265,
232868933011,255,5,,
232868933013,102,4,,
232868933016,,,,
232868933020,383,2,,
232868933021,,,,
232868933022,67,5,,
232868933026,267,5,,
232868933028,273,2,6378,
232868933031,322,2,265,
232868933032,44,4,,
232868933037,169,7,2015,
232868933038,340,5,,
232868933042,160,5,,
232868933044,381,5,215,
232868933046,273,2,,
232868933049,322,2,,
232868933051,255,5,,
232868933052,330,3,1265,
232868933057,322,2,415,
232868933058,383,2,,
232878074003,322,2,,
232878074005,381,5,,
232878074006,381,5,,
232878074007,247,0,,
232878074011,250,5,,
232878074014,322,2,,
232878074016,524,3,,
232878074017,354,0,,
232878074021,267,5,365,
232878074022,247,0,,
232878074026,346,5,,
232878074027,267,5,,
232878074032,287,2,,
232878074034,247,0,,
232878074038,287,2,,
232878074039,456,2,,
232878074044,,,,
232878074045,,,,
232878074047,267,5,,
232878074048,169,7,306,
232878074051,587,7,1515,
232878074052,381,5,,
232878074056,255,5,1015,
232878691003,322,2,556,
232878691005,354,0,,
232878691008,160,5,,
232878691010,,,,
232878691011,,,,
232878691012,102,5,,
232878691016,,,,
232878691017,267,5,,
232878691021,456,2,,
232878691022,,,,
232878691026,287,2,,
232878691027,330,3,,
232878691031,381,5,,
232878691032,86,0,76,
232878691037,,,,
232878691040,,,,
232878691041,,,,
232878691045,,,,
232878691046,346,5,0,
232878691049,267,5,,
232878691051,169,7,320,
232878691052,,,,
232878691054,,,,
232878853002,169,7,337,
232878853004,557,5,3951,
232878853008,322,2,0,
232878853010,322,2,0,
232878853014,340,5,,
232878853015,58,4,197,
232878853016,267,5,,
232878853017,383,2,215,
232878853021,44,4,265,
232878853023,57,5,109,
232878853027,346,5,,
232878853029,381,5,2515,
232878853033,101,5,715,
232878853035,383,2,765,
232878853036,456,2,2015,
232878853040,381,5,,
232878853043,255,5,,
232878853045,340,5,,
232878854003,,,,
232878854004,247,0,,
232878854009,524,3,,
232878854010,,,,
232878854011,,,,
232878854013,267,5,,
232878854017,322,2,,
232878854018,557,5,,
232878854021,256,5,2015,
232878854025,101,5,,
232878854029,267,5,,
232878854030,86,2,131,
232878854031,78,5,,
232878854033,102,5,,
232878854036,,,,
232878854037,169,7,,
232878854042,68,4,,
232878854044,267,5,,
232878854046,,,,
232878854049,381,5,,
232878854051,,,,
232878921001,169,7,25,
232878921002,381,5,,
232878921007,,,,
232878921008,94,4,,
232878921011,354,0,265,
232878921012,381,5,,
232878921017,,,,
232878921019,,,,
232878921021,,,,
232878921024,346,5,,
232878921029,267,5,290,
232878921030,,,,
232878921031,160,5,,
232878921032,247,0,,
232878921036,,,,
232878921037,,,,
232878921042,169,7,265,
232878921044,,,,
232878921049,456,2,515,
232878921050,169,7,3015,
232878921051,,,,
232878921055,346,5,20,
232878961001,102,5,10,
232878961002,102,4,,
232878961006,250,5,,
232878961010,383,2,,
232878961011,,,,
232878961012,381,5,,
232878961019,383,2,,
232878961020,346,5,,
232878961022,354,0,1015,
232878961025,98,6,,
232878961029,267,5,,
232878961030,346,5,15,
232878961033,,,,
232878961035,330,3,2015,
232878961038,267,5,,
232878961039,346,5,,
232878961042,247,0,,
232878961043,267,5,,
232878961045,,,,
232878961046,350,6,315,
232878961047,255,5,,
232878970001,381,5,765,
232878970002,101,5,15,
232878970006,86,0,98,
232878970007,247,0,,
232878970009,,,,
232878970012,,,,
232878970013,587,7,2015,
232878970016,267,5,,
232878970019,,,,
232878970021,,,,
232878970023,267,5,,
232878970026,,,,
232878970028,,,,
232878970033,287,2,,
232878970035,267,5,,
232878970037,,,,
232878970040,169,7,615,
232878970044,587,7,3015,
232878970045,,,,
232878970046,330,3,,
232878970047,557,5,,
232878970051,160,5,,
232878970053,,,,
233018602005,250,5,,
233018602008,169,7,,
233018602012,83,4,,
233018602016,,,,
233018602021,102,5,,
233018602028,78,5,,
233018602031,,,,
233018818002,381,5,,
233018818006,267,5,,
233018818011,267,5,,
233018818016,160,5,,
233018818025,272,3,,
233018818028,346,5,,
233018868001,272,3,,
233018868015,169,7,,
233018868016,,,,
233018868023,83,4,,
233018868028,83,4,,
233018868031,102,5,,
233018868036,250,5,,
233018961002,82,3,,
233018961008,83,4,,
233018961012,61,1,,
233018961016,61,1,,
233018961021,153,,2500,
233018961026,330,3,,
233018970005,,,,
233018970007,82,3,,
233018970014,,,,
233018970016,173,,3000,
233018970022,250,5,,
233028074001,125,,217,
233028074007,267,5,,
233028074010,,,,
233028074011,250,5,,
233028074016,324,5,,
233028074021,352,5,,
233028074029,352,5,,
233028074031,267,5,,
233028074036,267,5,,
233028074041,,,,
233028074046,98,4,,
233028074051,272,3,,
233028074056,75,,150,
233028074068,82,3,,
233028214001,83,4,,
233028214008,94,4,,
233028214017,61,1,,
233028214021,352,5,,
233028214027,,,,
233028214035,116,4,,
233028214037,279,3,,
233028214043,125,,2000,
233028214053,102,5,,
233028395003,169,7,,
233028395006,102,5,,
233028395018,,,,
233028395022,346,5,,
233028395026,381,5,,
233028395032,100,,500,
233028395038,169,7,,
233028395040,,,,
233028395041,169,7,,
233028395050,381,5,,
233028395053,94,4,,
233028395063,44,4,,
233028395066,250,5,,
233028921001,350,,500,
233028921006,350,,1500,
233028921014,,,,
233028921017,352,5,,
233028921021,74,5,,
233028921027,346,5,,
233028921031,381,5,,
233028921036,,,,
233028921041,267,5,,
233028921046,250,5,,
233028933002,346,5,,
233028933008,300,,1000,
233028933012,250,,3000,
233028933015,,,,
233028933017,98,4,,
233028933021,267,5,,
233028933026,364,3,,
233028933031,200,,500,
233028933040,,,,
233028933045,312,3,,
233028970001,250,5,,
233028970007,,,,
233028970012,160,5,,
233028970019,267,5,,
233028970021,325,,3000,
233028970029,,,,
233028970033,327,,250,
233028970039,,,,
233028970042,83,4,,
233028970048,61,1,,
233038118001,,,,
233038118006,346,5,,
233038118009,,,,
233038118013,,,,
233038118016,267,5,,
233038118022,102,5,,
233038118026,315,,2200,
233038118034,267,5,,
233038118036,346,5,,
233038118042,40,,195,
233038118046,,,,
233038118051,325,,250,
233038118056,,,,
233038118058,267,5,,
233038118062,82,3,,
233038240002,,,,
233038240006,83,4,,
233038240011,,,,
233038240018,61,1,,
233038240022,200,,1000,
233038240028,102,,450,
233038240031,267,5,,
233038240036,267,5,,
233038240041,,,,
233038240050,267,5,,
233038240051,250,5,,
233038602003,312,3,,
233038602007,381,5,,
233038602011,160,5,,
233038602016,102,5,,
233038602022,61,1,,
233038602027,381,5,,
233038602029,,,,
233038602032,44,4,,
233038602040,94,4,,
233038602043,82,3,,
233038602046,,,,
233038602052,255,5,,
233038602058,,,,
233038691001,,,,
233038691006,169,7,,
233038691011,117,5,2000,
233038691016,83,4,,
233038691021,61,1,,
233038691027,267,5,,
233038691031,267,5,,
233038691036,346,5,,
233038691041,169,7,,
233038691046,78,5,,
233038962002,381,5,,
233038962006,230,,352,
233038962012,98,4,,
233038962017,346,5,,
233038962021,83,4,,
233038962030,94,4,217,
233038962031,350,,250,
233038962037,324,5,,
233038962042,267,5,,
233038962047,100,,200,
233038962051,,,,
233048074001,169,7,,
233048074006,82,3,,
233048074014,169,7,,
233048074016,169,7,,
233048074022,169,7,,
233048074026,267,5,,
233048074027,,,,
233048074031,267,5,,
233048074040,,,,
233048074041,346,5,,
233048074046,267,5,,
233048074055,130,,434,
233048074059,100,,375,
233048074061,94,4,,
233048074066,,,,
233048074071,98,4,,
233048074076,400,,1000,
233048074081,381,5,,
233048267002,,,,
233048267008,169,7,,
233048267011,,,,
233048267013,,,,
233048267016,98,4,,
233048267021,352,5,,
233048267026,102,5,,
233048267031,267,5,,
233048267036,267,5,,
233048267042,381,5,,
233048267047,,,,
233048267051,267,5,,
233048267060,267,5,,
233048267061,,,,
233048267066,83,4,,
233048267075,175,,750,
233048267076,,,,
233048267081,94,4,,
233048267086,44,4,,
233048854002,83,4,,
233048854010,,,,
233048854012,,,,
233048854017,267,5,,
233048854021,352,5,,
233048854027,352,5,,
233048854031,267,5,,
233048854036,61,1,,
233048854041,557,5,800,
233048854046,,,,
233048854055,,,,
233048854056,267,5,,
233048854063,346,5,,
233048854067,,,,
233048854072,,,,
233048854077,272,3,,
233048854081,44,4,,
233048854087,,,,
233048854090,,,,
233048854091,,,,
233048854096,44,4,,
233048854101,,,,
233048854106,,,,
233048854111,82,3,,
233048884002,169,7,,
233048884007,,,,
233048884013,267,5,,
233048884016,381,5,,
233048884021,,,,
233048884025,,,,
233048884026,,,,
233048884036,98,4,,
233048884043,,,,
233048884049,346,5,,
233048884051,346,5,,
233048884056,267,5,,
233048884062,267,5,,
233048884066,346,5,,
233048884072,250,5,,
233048884076,227,5,,
233048884083,82,3,,
233048884086,346,5,,
233048884091,267,5,,
233048884097,83,4,,
233048884101,160,5,,
233058055004,169,7,,
233058055006,250,5,,
233058055011,289,5,935,
233058055016,169,7,,
233058055022,267,5,,
233058055028,,,,
233058055032,102,5,,
233058107003,,,,
233058107005,256,5,1200,
233058107008,381,5,,
233058107013,250,5,,
233058107017,250,5,,
233058107023,256,5,,
233058107029,267,5,,
233058107031,250,,300,
233058107040,381,5,,
233058107042,169,7,,
233058267001,169,7,,
233058267006,267,5,,
233058267011,,,,
233058267018,82,3,,
233058267021,169,7,,
233058267028,,,,
233058267031,267,5,,
233058267038,,,,
233058267043,,,,
233058267047,78,5,,
233058400001,267,5,,
233058400006,272,3,,
233058400019,200,,200,
233058400021,169,7,,
233058400027,78,5,,
233058400032,83,4,,
233058400037,272,1,,
233058400045,,,,
233058400046,,,,
233058785005,169,7,,
233058785006,169,7,,
233058785011,267,5,,
233058785016,267,5,,
233058785021,61,1,,
233058785028,150,,1000,
233058785031,,,,
233058785036,169,7,,
233118696001,,,,
233118696019,,,,
233118696025,,,,
233118696043,,,,
233118769033,,,,
233118961004,,,,
233118961031,,,,
233118961038,,,,
233128049005,,,,
233128049007,169,7,,
233128049011,250,5,,
233128049016,350,,1000,
233128049024,267,5,,
233128049026,267,5,,
233128443001,250,5,,
233128443006,255,5,,
233128443008,,,,
233128443011,330,3,,
233128443012,,,,
233128443017,346,5,,
233128443022,169,7,,
233128443026,272,3,,
233128443035,250,5,,
233128860001,169,7,,
233128860004,,,,
233128860006,381,5,75,
233128860012,330,3,,
233128860016,267,5,,
233128860021,250,5,,
233128860027,330,3,,
233128860032,267,5,,
233128860036,267,5,,
233128900002,250,5,,
233128900007,169,7,,
233128900012,346,5,,
233128900017,102,5,,
233128900025,267,5,,
233128900026,267,5,,
233128900032,330,3,,
233138222008,340,5,,
233138222011,255,5,,
233138222016,,,,
233138222021,267,5,,
233138222026,381,5,,
233138222032,44,4,,
233138222042,267,5,,
233138443001,267,5,,
233138443006,330,3,,
233138443011,267,5,,
233138443017,267,5,,
233138443022,102,5,,
233138443029,,,,
233138443034,346,5,,
233138443036,255,5,,
233138443041,381,5,,
233138443047,381,5,,
233138443052,352,5,,
233138443057,346,5,,
233138443061,346,5,,
233138443066,279,3,,
233138443075,160,5,,
233138691001,267,5,,
233138691010,,,,
233138691011,,,,
233138691017,346,5,,
233138691023,330,3,,
233138691026,,,,
233138691031,346,5,,
233138691036,267,5,,
233138691044,381,5,,
233138691046,250,5,,
233138691051,346,5,,
233138691056,330,3,,
233138691062,330,3,,
233138691067,346,5,,
233138868001,44,4,,
233138868007,346,5,,
233138868011,346,5,,
233138868018,,,,
233138868023,250,5,,
233138868027,381,5,,
233138868033,250,5,,
233138868036,250,5,,
233138868041,381,5,,
233138868047,346,5,,
233138868053,250,5,,
233138868055,,,,
233138868057,94,4,,
233138868061,,,,
233138868068,267,5,,
233148393005,346,5,,
233148393008,330,3,,
233148393011,169,7,,
233148393016,381,5,,
233148393019,,,,
233148393021,250,5,,
233148393026,250,5,,
233148393034,160,5,,
233148393036,102,5,,
233148393042,250,5,,
233148393048,169,7,,
233148393052,,,,
233148393054,,,,
233148696001,,,,
233148696006,217,,67,
233148696011,381,5,,
233148696017,381,5,,
233148696025,79,,100,
233148696026,250,5,,
233148696032,255,5,,
233148696037,346,5,,
233148696042,250,5,,
233148696048,250,5,,
233148696051,160,5,,
233148696060,267,5,,
233148696063,279,3,,
233148936002,267,5,,
233148936005,,,,
233148936009,200,,0,
233148936011,267,5,,
233148936016,255,5,,
233148936021,381,5,,
233148936026,381,5,,
233148936033,1000,,550,
233148936038,160,5,,
233148936040,,,,
233148936041,381,5,,
233148936050,102,5,,
233148936055,160,5,,
233148936056,381,5,,
233148936063,330,3,,
233148970001,381,5,,
233148970006,,,,
233148970011,346,5,,
233148970020,255,5,,
233148970027,456,3,,
233148970034,235,,884,
233148970037,352,5,,
233148970042,272,3,,
233148970047,381,5,,
233148970051,169,7,,
233152578004,340,,200,
233152578008,381,5,,
233152578013,381,5,,
233152578014,,,,
233152578020,98,4,,
233152578021,169,7,,
233152578025,,,,
233152578026,346,5,,
233152578033,330,3,,
233152578037,330,3,,
233152578041,475,,1000,
233152578046,346,5,,
233152578051,250,5,,
233152578056,102,5,,
233152578061,381,5,,
233158074001,346,5,,
233158074006,267,5,,
233158074011,250,5,,
233158074014,,,,
233158074016,381,5,,
233158074021,346,5,,
233158074027,267,5,,
233158074031,381,5,,
233158074037,,,,
233158074038,250,5,,
233158074039,,,,
233158074041,346,5,,
233158074047,346,5,,
233158074052,,,,
233158074053,330,3,,
233158074056,267,5,,
233158074062,346,5,,
233158074063,,,,
233158074066,346,5,,
233158074071,160,5,,
233158341002,346,5,,
233158341009,381,5,,
233168107025,,,,
233168107034,,,,
233168341013,,,,
233168395047,,,,
233168395055,,,,
233168395058,,,,
233168395090,,,,
233168395095,,,,
233168395099,,,,
233168395100,,,,
233168936022,,,,
233168936023,,,,
233168936041,,,,
233168936092,,,,
233172578001,315,,500,
233172578007,267,5,,
233172578009,,,,
233172578011,250,5,,
233172578016,381,5,,
233172578021,330,3,,
233172578029,169,7,,
233172578031,267,5,,
233172578036,267,5,,
233172578041,234,,600,
233172578046,83,4,347,
233172578052,400,,0,
233172578057,350,,1000,
233172578063,346,5,,
233172578066,82,3,,
233178107003,169,7,,
233178107008,381,5,,
233178107012,267,5,,
233178107016,250,5,,
233178107021,250,5,,
233178107026,44,4,,
233178107031,267,5,,
233178107033,,,,
233178107037,381,5,,
233178107041,181,6,300,
233178107046,44,4,,
233178107051,250,5,,
233178107056,267,5,,
233178107061,102,5,,
233178107066,381,5,,
233178404001,181,6,,
233178404008,267,5,,
233178404011,102,5,,
233178404016,381,5,,
233178404021,381,5,,
233178404030,346,5,,
233178404031,346,5,,
233178404040,102,5,,
233178404041,83,4,,
233178404046,346,5,,
233178404051,381,5,,
233178404058,267,5,,
233178404061,250,5,,
233178404066,250,5,,
233178404074,44,4,,
233178404078,250,5,,
233178404082,250,5,,
233178404087,250,,75,
233178982002,352,5,,
233178982006,,,,
233178982007,,,,
233178982010,,,,
233178982011,160,5,,
233178982015,,,,
233178982016,181,6,,
233178982021,102,5,,
233178982027,,,,
233178982029,,,,
233178982031,325,,2000,
233178982035,,,,
233178982037,330,3,,
233178982041,250,5,,
233178982046,,,,
233188049001,169,7,,
233188049006,,,,
233188049009,250,5,,
233188049011,267,5,,
233188049016,250,5,,
233188049021,346,5,,
233188049026,330,3,,
233188049034,116,4,,
233188049036,250,5,,
233188049045,346,5,,
233188049046,102,5,,
233188049051,160,5,,
233188337001,,,,
233188337003,,,,
233188337007,381,5,,
233188337014,,,,
233188337020,250,5,,
233188337021,255,5,,
233188337028,82,3,,
233188337032,83,4,,
233188337037,267,5,,
233188337044,78,5,,
233188337046,,,,
233188337051,330,3,,
233188767001,250,5,,
233188767006,255,5,,
233188767008,,,,
233188767013,330,3,,
233188767019,330,3,,
233188767021,,,,
233188767024,272,3,,
233188767026,381,5,,
233188767031,381,5,,
233188767036,381,5,,
233188767043,250,5,,
233188767047,267,5,,
233188767051,,,,
233188881005,169,7,,
233188881010,267,5,,
233188881012,1000,,300,
233188881016,217,5,916,
233188881021,250,5,,
233188881026,,,,
233188881032,346,5,,
233188881036,102,5,,
233188881041,169,7,,
233188881044,,,,
233188881046,169,7,,
233198074004,102,5,,
233198074006,346,5,,
233198074011,250,5,,
233198074018,381,5,,
233198074021,267,5,,
233198074026,250,5,,
233198074031,267,5,,
233198074036,255,5,,
233198074038,,,,
233198074042,83,4,,
233198074047,,,,
233198074055,340,5,,
233198074057,267,5,,
233198074061,346,5,,
233198074066,267,5,,
233198074071,267,5,,
233198074076,,,,
233198074078,225,,300,
233198074082,346,5,,
233198074088,250,5,,
233198107001,169,7,,
233198107008,381,5,,
233198107015,250,5,,
233198107020,381,5,,
233198107022,346,5,100,
233198107026,346,5,,
233198107035,255,5,,
233198107038,267,5,,
233198107042,350,,1000,
233198107046,181,6,,
233198107051,346,5,,
233198107054,,,,
233198107056,267,5,,
233198107061,267,5,,
233198107066,98,4,,
233198107072,160,5,,
233198853005,267,5,,
233198853007,267,5,,
233198853011,250,5,,
233198853016,324,5,,
233198853021,352,5,,
233198853026,267,5,,
233198853033,250,,750,
233198853036,267,5,,
233198853041,267,5,,
233198853046,346,5,,
233198853051,267,5,,
233198853056,267,5,,
233198853061,267,5,,
233198853063,,,,
233198853066,346,5,,
233198853071,94,4,,
233198853077,250,5,,
233198853081,381,5,,
233198854005,,,,
233198854009,381,5,,
233198854011,250,5,,
233198854020,750,,,
233198854023,267,5,,
233198854027,267,5,,
233198854031,267,5,,
233198854039,381,5,,
233198854041,,,,
233198854046,250,5,,
233198854052,78,5,,
233198854056,,,,
233198854063,,,,
233198854068,,,,
233198854071,267,5,,
233198854086,330,3,,
233318055001,44,4,,
233318055006,102,5,115,
233318055008,61,1,,
233318055010,,,,
233318055013,,,,
233318055017,102,5,85,
233318055020,169,7,,
233318055024,,,,
233318055025,83,4,215,
233318055028,381,5,,
233318055032,,,,
233318055036,,,,
233318214003,82,3,365,
233318214009,169,7,,
233318214010,160,5,515,
233318214013,169,7,515,
233318214016,61,1,82,
233318214021,169,7,25,
233318214022,267,5,,
233318214025,381,5,,
233318214029,267,5,,
233318214032,323,5,420,
233318214035,557,5,215,
233318214037,346,5,1215,
233318214040,,,,
233318240003,250,5,,
233318240004,,,,
233318240007,,,,
233318240010,169,7,,
233318240013,,,,
233318240017,267,5,382,
233318240019,340,5,,
233318240022,381,5,3823,
233318240025,78,5,58,
233318240028,267,5,,
233318240033,,,,
233318240034,250,5,,
233318853003,340,5,,
233318853004,83,4,,
233318853007,267,5,1015,
233318853012,346,5,1682,
233318853013,255,5,,
233318853018,,,,
233318853020,250,5,,
233318853022,381,5,,
233318853025,267,5,,
233318853030,267,5,415,
233318853031,294,5,877,
233318853035,160,5,,
233318921001,267,5,,
233318921004,,,,
233318921009,,,,
233318921010,250,5,,
233318921014,272,3,,
233318921018,267,5,,
233318921019,,,,
233318961001,346,5,848,
233318961006,255,5,,
233318961008,267,5,,
233318961011,255,5,,
233318961014,340,5,,
233318961016,44,4,315,
233318961020,169,7,,
233318961024,346,5,,
233318961025,98,4,,
233318961028,,,,
233318961032,250,5,515,
233318961036,352,5,,
233318961038,,,,
233318961040,267,5,2515,
233332578003,279,3,,
233332578004,191,5,258,
233332578007,169,7,,
233332578010,,,,
233332578013,250,5,,
233332578016,267,5,,
233332578019,,,,
233332578023,,,,
233332578027,346,5,,
233332578028,116,4,,
233332578032,267,5,815,
233332578036,381,5,,
233332578037,267,5,,
233332578042,,,,
233332578043,250,5,515,
233338049003,381,5,1126,
233338049006,169,7,115,
233338049007,267,5,,
233338049012,267,5,,
233338049015,340,5,,
233338049018,117,5,,
233338049019,381,5,,
233338049023,,,,
233338049026,381,5,839,
233338049028,,,,
233338049033,346,5,,
233338049034,,,,
233338049035,117,5,315,
233338049038,324,5,595,
233338049042,346,5,,
233338049044,346,5,,
233338049046,250,5,,
233338049049,346,5,,
233338443001,587,7,815,
233338443004,346,5,,
233338443007,83,4,,
233338443010,,,,
233338443013,346,5,,
233338443016,279,3,,
233338443019,,,,
233338443024,,,,
233338443025,,,,
233338759002,94,4,215,
233338759004,587,7,1515,
233338759007,346,5,,
233338759010,267,5,,
233338759013,250,5,,
233338759016,,,,
233338759019,,,,
233338759023,267,5,2015,
233338797001,381,5,2515,
233338797006,346,5,515,
233338797008,340,5,,
233338797012,350,5,2015,
233338797014,352,5,,
233338797017,731,5,415,
233338797020,437,6,1515,
233338797022,,,,
233338797025,,,,
233338797028,587,7,2015,
233338818003,587,7,715,
233338818006,44,4,319,
233338818007,169,7,,
233338818010,346,5,,
233338818014,98,4,,
233338818017,94,4,10,
233338818020,272,3,,
233338818022,116,4,515,
233338818025,267,5,65,
233338818028,267,5,,
233338818031,324,5,,
233338961001,82,3,,
233338961004,102,5,,
233338961008,169,7,,
233338961010,83,4,,
233338961015,82,3,,
233338961016,181,6,,
233338961019,346,5,,
233338961022,557,5,315,
233338961025,346,5,,
233338961029,117,5,8015,
233338961031,,,,
233338961035,324,5,,
233338962002,255,5,,
233338962005,256,5,415,
233338962007,267,5,2765,
233338962012,346,5,385,
233338962013,255,5,,
233338962016,94,4,,
233338962019,116,4,,
233338962022,381,5,,
233338962025,267,5,,
233338962029,267,5,,
233338962033,250,5,,
233338962035,,,,
233338962039,,,,
233338962040,61,1,,
233342578002,267,5,715,
233342578004,381,5,682,
233342578009,346,5,,
233342578010,250,5,6155,
233342578013,83,4,,
233342578016,,,,
233342578017,279,3,2015,
233342578019,250,5,,
233342578024,381,5,1015,
233342578025,267,5,,
233348118002,330,3,,
233348118004,,,,
233348118007,,,,
233348118010,255,5,,
233348118013,267,5,,
233348118017,312,3,,
233348118019,44,4,,
233348118023,169,7,,
233348118026,346,5,,
233348118030,267,5,790,
233348118032,61,1,,
233348118034,169,7,221,
233348240001,330,3,,
233348240006,256,5,465,
233348240007,381,5,1015,
233348240011,267,5,,
233348240014,,,,
233348240018,83,4,,
233348240019,,,,
233348240022,169,7,,
233348240025,381,5,,
233348267001,346,5,,
233348267004,142,5,135,
233348267007,,,,
233348267010,346,5,,
233348267013,61,1,4015,
233348267017,267,5,,
233348267019,94,4,215,
233348785001,83,4,170,
233348785006,346,5,,
233348785007,83,4,,
233348785011,169,7,,
233348785013,340,5,,
233348785016,101,5,,
233348785020,61,1,,
233348785024,102,5,,
233348785025,83,4,515,
233348785026,,,,
233348785028,250,5,,
233348868001,381,5,,
233348868004,346,5,1265,
233348868009,267,5,,
233348868010,74,5,315,
233348868013,,,,
233348868016,82,3,,
233348868020,250,5,2015,
233348868023,,,,
233348881002,255,5,,
233348881004,61,1,,
233348881009,169,7,315,
233348881011,82,3,,
233348881013,83,4,415,
233348881016,,,,
233348881019,117,5,315,
233348881022,267,5,,
233348881025,267,5,765,
233348962003,267,5,,
233348962006,346,5,,
233348962009,,,,
233348962012,116,4,,
233348962013,,,,
233348962018,267,5,,
233348962019,181,6,883,
233348962024,381,5,,
233348962025,181,6,,
233358102001,213,5,,
233358102003,,,,
233358102005,587,7,348,
233358102009,587,7,415,
233358102011,,,,
233358102015,346,5,,
233358102018,169,7,778,
233358102021,78,5,215,
233358102022,117,5,1515,
233358102027,267,5,515,
233358102030,381,5,,
233358102033,255,5,,
233358102034,267,5,,
233358102039,160,5,,
233358102044,330,3,509,
233358337002,117,5,75,
233358337004,94,4,,
233358337008,160,5,,
233358337012,,,,
233358337013,44,4,,
233358337016,61,1,,
233358337020,78,5,,
233358337024,,,,
233358337025,250,5,,
233358337028,250,5,,
233358337033,346,5,,
233358337035,,,,
233358337038,,,,
233358337040,350,6,,
233358337045,272,1,,
233358337046,,,,
233358341002,,,,
233358341006,250,5,,
233358341008,44,4,,
233358341013,117,5,122,
233358341015,117,5,165,
233358341017,94,4,,
233358341022,78,5,,
233358341023,169,7,,
233358341026,250,5,35,
233358341031,250,5,,
233358341032,381,5,,
233358341035,,,,
233358565001,,,,
233358565005,,,,
233358565007,346,5,,
233358565012,78,5,,
233358565014,346,5,,
233358565018,267,5,,
233358565019,,,,
233358565022,352,5,,
233358565027,267,5,,
233358565029,267,5,,
233358565031,,,,
233358565034,250,5,40,
233358797004,381,5,3015,
233358797008,117,5,315,
233358797012,102,5,169,
233358797013,,,,
233358797016,255,5,,
233358797021,117,5,275,
233358797023,98,4,315,
233358797025,142,5,365,
233358797028,267,5,,
233358797031,381,5,,
233358797036,350,6,1215,
233358797037,250,5,,
233358881001,,,,
233358881004,381,5,60,
233358881008,82,3,,
233358881010,267,5,2015,
233358881013,267,5,,
233358881017,181,6,,
233358881020,346,5,1515,
233358881022,267,5,,
233358881027,340,5,,
233358881028,,,,
233358881032,330,3,563,
233358881034,98,4,,
233358881037,267,5,,
233358881040,169,7,765,
233358881045,,,,
