SERIAL,FARE,FAREK,SPEND,SPENDIMPREASON
233358936001,256,5,1015,
233358936005,267,5,,
233358936013,181,6,,
233358936016,340,5,,
233358936021,78,5,,
233358936024,,,,
233358936025,,,,
233358936030,117,5,615,
233358936033,98,4,,
233358936034,94,4,,
233358936045,267,5,,
233358936047,169,7,265,
233358936050,160,5,615,
233358982001,250,5,3015,
233358982004,,,,
233358982007,83,4,,
233358982010,,,,
233358982011,330,3,,
233358982013,,,,
233358982015,116,4,,
233358982017,78,5,265,
233358982020,267,5,,
233358982022,346,5,,
233358982026,294,5,,1
233368074001,346,5,,
233368074004,340,5,,
233368074013,83,4,,
233368074018,267,5,,
233368074019,587,7,449,
233368074022,437,6,815,
233368074025,267,5,,
233368074029,250,5,2015,
233368074031,346,5,,
233368107001,381,5,2015,
233368107004,82,3,,
233368107007,78,5,,
233368107010,83,4,2624,
233368107011,,,,
233368107014,346,5,765,
233368107016,250,5,,
233368107021,169,7,1515,
233368107022,250,5,,
233368565003,117,5,15,
233368565006,169,7,,
233368565009,346,5,0,
233368565012,,,,
233368565013,381,5,215,
233368565017,267,5,2515,
233368565019,116,4,,
233368602001,381,5,,
233368602005,169,7,,
233368602009,,,,
233368602011,,,,
233368602013,330,3,,
233368602016,94,4,,
233368602019,381,5,,
233368725002,82,3,,
233368725005,142,5,215,
233368725007,,,,
233368725010,169,7,365,
233368725013,250,5,515,
233368725017,272,3,1015,
233368725019,169,7,365,
233368725022,250,5,,
233368725026,267,5,,
233368725028,340,5,,
233368854001,267,5,,
233368854004,,,,
233368854005,,,,
233368854007,250,5,,
233368854010,346,5,,
233368854013,,,,
233368854016,,,,
233368854019,78,5,,
233368854024,267,5,,
233368854026,,,,
233368854028,340,5,,
233368854031,,,,
233368861001,381,5,,
233368861004,169,7,,
233368861007,,,,
233368861011,,,,
233368861013,255,5,,
233368861016,272,3,,
233368861021,267,5,,
233368861024,,,,
233368861026,,,,
233368881002,98,4,0,
233368881006,82,3,,
233368881007,279,3,,
233368881010,267,5,65,
233368881013,,,,
233368881016,330,3,,
233368881020,169,7,,
233368881024,,,,
233368881025,160,5,,
233368881026,,,,
233368900001,98,4,,
233368900005,340,5,,
233368900007,267,5,,
233368900010,255,5,,
233368900013,267,5,4,
233368900017,437,6,1515,
233368900020,330,3,,
233368900023,346,5,,
233368900026,267,5,,
233368900029,346,5,,
233368900031,346,5,715,
233368970002,,,,
233368970006,,,,
233368970008,,,,
233368970012,587,7,2015,
233368970015,169,7,815,
233368970019,324,5,,
233368970021,169,7,1015,
233378400003,,,,
233378400005,381,5,,
233378400008,250,5,,
233378400012,381,5,,
233378400014,44,4,,
233378400017,44,4,,
233378400019,,,,
233378400022,267,5,,
233378400027,61,1,,
233378400028,181,6,,
233378404001,267,5,515,
233378404005,250,5,,
233378404007,142,5,415,
233378404012,78,5,,
233378404013,169,7,315,
233378404016,78,5,,
233378404021,44,4,115,
233378404024,116,4,,
233378404025,267,5,,
233378404028,61,1,,
233378404031,346,5,,
233378404036,,,,
233378404037,250,5,,
233378404042,267,5,,
233378404043,102,5,,
233378404046,346,5,415,
233378404051,61,1,,
233378725001,,,,
233378725004,330,3,,
233378725007,350,5,1915,
233378725011,267,5,,
233378725014,78,5,,
233378725016,346,5,,
233378725020,160,5,,
233378725022,381,5,,
233378725026,70,4,90,
233378725028,,,,
233378725032,267,5,,
233378797002,,,,
233378797003,731,5,342,
233378797006,557,5,787,
233378797008,557,5,915,
233378797010,267,5,,
233378797013,142,5,1615,
233378797016,272,3,405,
233378797020,,,,
233378797024,346,5,3015,
233378797025,82,3,505,
233378797028,587,7,,
233378797032,250,5,,
233378854002,350,5,,
233378854004,250,5,,
233378854008,,,,
233378854010,250,5,,
233378854013,,,,
233378854016,117,5,1461,
233378854019,44,4,,
233378854024,83,4,,
233378854026,381,5,,
233378854028,102,5,815,
233378861001,272,3,,
233378861006,78,5,,
233378861009,44,4,,
233378861010,,,,
233378861015,,,,
233378861018,346,5,,
233378861021,267,5,,
233378861022,78,5,,
233378861025,,,,
233378861030,61,1,,
233378861031,181,6,,
233388222005,255,5,,
233388222007,346,5,235,
233388222011,169,7,77,
233388222013,117,5,15,
233388222016,346,5,,
233388222020,346,5,15,
233388222024,346,5,,
233388222026,267,5,,
233388222031,267,5,215,
233388240002,381,5,,
233388240006,142,5,815,
233388240009,267,5,682,
233388240012,,,,
233388240013,330,3,682,
233388240017,324,5,965,
233388240021,381,5,,
233388240022,,,,
233388395001,346,5,1174,
233388395004,98,4,536,
233388395008,44,4,,
233388395011,142,5,475,
233388395015,340,5,,
233388395016,346,5,,
233388395021,275,5,552,
233388395022,350,6,215,
233388395025,281,3,3153,
233388395029,250,5,,
233388395032,346,5,1015,
233388395035,267,5,,
233388395038,557,5,1015,
233388395040,,,,
233388395043,346,5,,
233388395048,,,,
233388769001,,,,
233388769004,,,,
233388769007,82,3,,
233388769012,44,4,,
233388769015,94,4,,
233388769016,44,4,,
233388769019,350,6,,
233388769022,,,,
233388769025,160,5,,
233388854002,350,6,,
233388854004,82,3,,
233388854008,,,,
233388854011,94,4,,
233388854013,,,,
233388854016,,,,
233388854019,,,,
233388854022,,,,
233388854023,,,,
233388854025,346,5,,
233388860002,346,5,,
233388860005,250,5,3265,
233388860007,267,5,415,
233388860010,346,5,,
233388860013,78,5,,
233388860017,,,,
233388860021,346,5,,
233388860023,78,5,515,
233388860027,267,5,,
233388860028,267,5,,
233388860032,267,5,,
233388884001,,,,
233388884005,,,,
233388884007,267,5,1015,
233388884012,,,,
233388884015,267,5,415,
233388884016,102,5,,
233398049002,83,4,1015,
233398049004,250,5,390,
233398049007,330,3,,
233398049011,267,5,1215,
233398049013,330,3,2015,
233398049016,,,,
233398049020,346,5,,
233398049023,,,,
233398049025,346,5,,
233398049030,71,5,515,
233398049033,381,5,1615,
233398049034,61,1,,
233398049037,181,6,,
233398118002,267,5,,
233398118004,,,,
233398118006,,,,
233398118007,,,,
233398118012,,,,
233398118013,267,5,,
233398118016,44,4,,
233398118019,330,3,,
233398118023,381,5,,
233398118025,,,,
233398118028,,,,
233398118031,82,3,,
233398118034,102,5,,
233398118037,169,7,715,
233398118040,267,5,0,
233398118043,,,,
233398118046,346,5,15,
233398118049,250,5,15,
233398240003,346,5,,
233398240004,,,,
233398240008,,,,
233398240010,381,5,,
233398240015,250,5,1515,
233398240018,,,,
233398240020,,,,
233398240022,160,5,848,
233398240026,169,7,,
233398240028,250,5,,
233398240032,250,5,,
233398337001,330,3,,
233398337005,,,,
233398337007,,,,
233398337008,,,,
233398337011,267,5,,
233398337018,346,5,,
233398337019,61,1,0,
233398337024,102,5,,
233398337026,101,5,348,
233398337030,267,5,,
233398337031,340,5,,
233398400003,142,5,515,
233398400006,169,7,,
233398400009,267,5,265,
233398400013,279,3,115,
233398400017,250,5,,
233398400019,381,5,2515,
233398400027,169,7,,
233398400029,272,3,,
233398400032,181,6,,
233398400034,346,5,,
233398785001,169,7,,
233398785006,267,5,,
233398785008,334,1,265,
233398785012,346,5,1138,
233398785013,250,5,,
233398785016,78,5,,
233398785019,,,,
233398785022,250,5,,
233398785026,267,5,75,
233398785028,169,7,,
233398881002,,,,
233398881004,381,5,,
233398881007,169,7,2515,
233398881011,,,,
233398881015,83,4,,
233398881022,160,5,615,
233398881026,330,3,,
233398881028,250,5,,
233398933003,330,3,245,
233398933006,,,,
233398933008,381,5,3015,
233398933010,267,5,15,
233398933013,,,,
233398933018,83,4,910,
233398933021,279,3,0,
233398933023,169,7,,
233398933027,,,,
233398933030,330,3,,
233398933031,330,3,1515,
233518118001,169,7,,
233518118007,250,5,,
233518118012,267,5,,
233518118016,360,2,,
233518118024,,,,
233518118026,,,,
233518118032,,,,
233518118036,61,4,,
233518118043,102,5,,
233518118046,68,4,550,
233518118052,102,4,,
233518118060,,,,
233518118061,381,5,,
233518118066,250,,2500,
233518118071,,,,
233518118077,,,,
233518118082,74,5,,
233518118089,,,,
233518118091,,,,
233518118098,94,4,,
233518393001,250,,750,
233518393006,,,,
233518393013,272,3,,
233518393016,269,,333,
233518393022,360,2,,
233518393028,82,3,,
233518393031,98,6,,
233518393036,352,5,,
233518393042,61,1,,
233518393048,360,2,,
233518393053,314,0,,
233518393056,200,,500,
233518393061,317,2,,
233518393066,360,2,,
233518393071,67,5,,
233518393077,317,2,,
233518393081,98,4,,
233518404001,375,,1800,
233518404010,317,2,,
233518404011,317,2,,
233518404016,,,,
233518404022,82,3,,
233518404026,67,5,,
233518404027,,,,
233518404031,61,4,,
233518404036,352,5,,
233518404042,352,5,,
233518404048,355,5,,
233518404051,,,,
233518404058,317,2,,
233518404061,345,,350,
233518404066,,,,
233518404073,,,,
233518404076,250,,50,
233518404082,267,5,,
233518404088,330,3,,
233518565004,346,5,,
233518565008,267,5,,
233518565011,325,,750,
233518565016,,,,
233518565021,,,,
233518565026,82,3,,
233518565031,75,,500,
233518565036,524,3,,
233518565041,,,,
233518565050,,,,
233518565052,36,,347,
233518565056,360,2,400,
233518565062,360,2,,
233518565066,,,,
233518565071,381,5,,
233518565076,360,2,,
233518565082,,,,
233518565088,98,6,,
233518818004,300,,100,
233518818006,150,,1750,
233518818011,272,1,,
233518818017,360,2,,
233518818021,360,2,,
233518818026,94,4,,
233518818031,324,5,,
233518818036,,,,
233518818041,102,4,,
233518818047,375,,773,
233518818052,317,2,,
233518818056,1000,,1500,
233518818062,67,5,,
233518818066,300,,4338,
233518900002,267,5,,
233518900006,272,1,,
233518900013,524,3,,
233518900016,160,5,,
233518900021,456,3,,
233518900029,102,4,,
233518900031,,,,
233518900036,350,,1000,
233518900044,317,2,,
233518900046,317,2,,
233518900051,317,2,,
233518900056,61,1,,
233518900062,314,0,,
233518900066,,,,
233518900071,317,2,,
233518900076,360,2,,
233518900083,317,2,,
233518900087,,,,
233518900091,67,5,,
233518900096,330,3,,
233518900101,317,2,,
233528222003,,,,
233528222006,78,5,,
233528222011,267,5,,
233528222016,142,5,0,
233528222022,267,5,,
233528222026,267,5,,
233528222031,102,4,,
233528222037,267,5,,
233528222041,98,6,,
233528222047,150,,800,
233528341003,,,,
233528341006,98,4,,
233528341012,346,5,,
233528341016,255,5,,
233528341021,352,5,,
233528341026,123,7,50,
233528341031,300,,,
233528341036,267,5,,
233528341041,,,,
233528341047,381,5,,
233528341052,125,,600,
233528341056,80,,200,
233528443001,,,,
233528443006,267,5,,
233528443011,74,5,,
233528443017,,,,
233528443025,,,,
233528443026,,,,
233528443031,,,,
233528443036,44,4,,
233528443041,102,4,,
233528443050,,,,
233528443051,346,5,0,
233528443056,,,,
233528443063,,,,
233528443067,,,,
233528853002,375,,2500,
233528853006,360,2,,
233528853011,80,,684,
233528853016,63,,200,
233528853021,,,,
233528853026,346,5,,
233528853032,125,,1000,
233528853037,67,5,,
233528853044,200,,600,
233528853046,330,3,,
233528853051,381,5,,
233528853056,68,4,,
233528853061,75,,1000,
233528921003,272,1,,
233528921006,102,4,,
233528921012,98,6,,
233528921017,,,,
233528921021,78,5,,
233528921026,,,,
233528921035,78,5,1500,
233528921036,267,5,,
233528921042,,,,
233528921046,,,,
233528921051,,,,
233528921056,116,4,,
233528921061,142,5,87,
233528970001,,,,
233528970007,,,,
233528970013,352,5,,
233528970018,,,,
233528970023,142,5,113,
233528970027,,,,
233528970031,,,,
233528970037,272,1,,
233528970042,,,,
233528970046,1000,,400,
233528970051,,,,
233528970056,,,,
233528970064,67,5,,
233528970066,,,,
233548074001,100,,250,
233548074006,346,5,,
233548074011,17,,1333,
233548074016,116,4,,
233548074022,324,5,,
233548074026,346,5,,
233548074035,102,4,,
233548074036,102,4,,
233548074041,80,4,1740,
233548074046,88,4,307,
233548074054,67,5,,
233548074056,66,5,516,
233548074061,267,5,,
233548074070,83,4,1734,
233548074072,100,,60,
233548074077,267,5,,
233548074082,330,3,,
233548074086,83,4,834,
233548074091,118,,200,
233548074096,360,2,,
233548074104,63,,100,
233548074110,381,5,,
233548074112,225,,2000,
233548074118,98,4,,
233548074123,50,,15,
233548074127,,,,
233548074131,,,,
233548214001,120,,700,
233548214006,346,5,,
233548214021,98,4,,
233548214026,,,,
233548214032,66,5,1098,
233548214045,99,4,487,
233548214047,,,,
233548214052,375,,750,
233548214063,,,,
233548214066,113,,1250,
233548214078,,,,
233548214081,82,3,,
233548214086,150,,1000,
233548214091,,,,
233548214096,100,4,625,
233548214117,,,,
233548395001,250,5,,
233548395006,67,5,,
233548395015,100,,500,
233548395017,200,,1000,
233548395021,,,,
233548395028,78,5,,
233548395035,67,5,,
233548395037,98,4,,
233548395041,267,5,,
233548395046,200,,2000,
233548395053,67,5,,
233548395056,61,4,,
233548395062,150,,500,
233548395066,68,4,500,
233548395072,,,,
233548395078,74,5,,
233548395081,101,5,,
233548395087,98,6,,
233548395092,360,2,,
233548395098,,,,
233548395101,67,5,,
233548395106,125,,1000,
233548395113,346,5,,
233548395117,102,4,,
233548691001,15,,250,
233548691006,67,5,,
233548691011,44,4,,
233548691016,,,,
233548691023,,,,
233548691028,175,,1147,
233548691031,160,5,,
233548691036,,,,
233548691044,35,,500,
233548691046,,,,
233548691051,,,,
233548691057,314,0,,
233548691061,,,,
233548691067,50,,500,
233548691072,,,,
233548691079,,,,
233548691081,217,,167,
233548691086,,,,
233548691093,352,5,,
233548691096,,,,
233548691101,,,,
233548921002,,,,
233548921006,267,5,,
233548921012,,,,
233548921016,267,5,,
233548921023,255,5,,
233548921026,,,,
233548921035,352,5,,
233548921036,,,,
233548921042,,,,
233548921046,94,4,,
233548921051,317,2,,
233548921056,,,,
233548921061,180,,100,
233548921068,317,2,,
233548921074,352,5,,
233548921078,,,,
233548921082,587,7,100,
233548921087,75,,88,
233548921091,67,5,,
233548921098,,,,
233548921101,78,5,,
233558759041,,,,
233558861047,,,,
233558861113,,,,
233558868025,,,,
233558881046,,,,
233558881122,,,,
233558900014,,,,
233558936048,,,,
233568055102,,,,
233568759128,,,,
233568785102,,,,
233578055005,317,2,,
233578055006,360,2,,
233578055011,255,5,,
233578055018,,,,
233578055021,102,4,,
233578055026,360,2,,
233578055033,100,4,,
233578055038,314,0,,
233578055045,267,5,,
233578055046,,,,
233578055051,324,5,,
233578214006,175,,900,
233578214011,324,5,,
233578214017,,,,
233578214022,317,2,,
233578214027,355,5,,
233578214041,275,,600,
233578214047,94,4,,
233578214051,360,2,,
233578214056,61,4,,
233578214061,68,4,,
233578214066,94,4,,
233578214071,98,4,35,
233578214076,160,,350,
233578240003,346,5,,
233578240007,267,5,,
233578240013,317,2,,
233578240017,160,5,,
233578240022,74,5,,
233578240027,68,4,,
233578240031,68,4,,
233578240037,250,5,1000,
233578240041,317,2,,
233578240047,,,,
233578240052,72,4,,
233578393002,340,5,,
233578393006,360,2,,
233578393011,443,,1000,
233578393018,300,,50,
233578393023,74,5,,
233578393030,360,2,,
233578393033,1250,,300,
233578393036,72,5,,
233578393042,317,2,,
233578393046,67,5,,
233578393051,44,4,,
233578393056,381,5,,
233578393062,,,,
233578769005,,,,
233578769006,360,2,,
233578769013,61,1,,
233578769018,360,2,,
233578769021,73,,500,
233578769028,,,,
233578769032,83,4,,
233578769037,,,,
233578769041,,,,
233578769046,61,4,,
233578936002,750,,1811,
233578936007,143,,333,
233578936012,,,,
233578936016,300,,1148,
233578936021,1500,,532,
233578936026,,,,
233578936038,,,,
233578936046,750,,1474,
233578936053,317,2,,
233578936056,,,,
233578961002,267,5,,
233578961010,587,7,,
233578961016,67,5,,
233578961018,,,,
233578961023,125,,0,
233578961027,102,4,,
233578961032,,,,
233578961038,,,,
233578961042,317,2,,
233578961047,61,4,,
233578961053,82,3,,
233578962001,169,7,,
233578962006,381,5,,
233578962011,,,,
233578962017,61,4,,
233578962022,360,2,,
233578962028,317,2,,
233578962031,94,4,,
233578962039,,,,
233578962044,,,,
233578962046,160,,200,
233578962052,,,,
233578962056,,,,
233578962061,67,5,,
233578962066,,,,
233578962071,,,,
233578962076,267,5,,
233578962081,324,5,,
233578962087,67,5,,
233718222001,82,3,,
233718222004,250,5,,
233718222009,267,5,,
233718222013,58,4,639,
233718404006,123,7,365,
233718404007,524,3,1015,
233718404010,360,2,,
233718404015,255,5,,
233718404018,314,0,,
233718404024,456,3,415,
233718404025,116,4,,
233718404029,94,4,,
233718404032,255,5,,
233718868002,61,4,,
233718868010,346,5,,
233718868013,346,5,,
233718868022,102,4,,
233718868025,74,5,,
233718868028,,,,
233718868032,330,3,,
233718868037,255,5,115,
233718884001,72,4,,
233718884004,181,6,,
233718884009,267,5,0,
233718884012,67,5,,
233718884016,74,5,245,
233718884019,,,,
233718884025,267,5,,
233718884028,,,,
233718884033,267,5,,
233718884034,,,,
233718921002,314,0,,
233718921004,360,2,401,
233718921016,317,2,787,
233718921019,346,5,,
233718921022,68,4,15,
233718921025,82,3,,
233718921030,160,5,,
233718921035,94,4,,
233718921037,,,,
233718921040,68,4,,
233718921043,,,,
233728102001,101,5,,
233728102006,102,4,,
233728102007,68,4,,
233728102010,67,5,,
233728102013,78,5,,
233728102017,317,2,,
233728102020,102,4,,
233728102026,102,4,,
233728102029,317,2,75,
233728102031,255,5,15,
233728102038,116,4,,
233728102042,101,5,,
233728102045,317,2,,
233728102046,317,2,,
233728102051,360,2,0,
233728102053,352,5,,
233728107002,61,1,1348,
233728107004,346,5,,
233728107008,250,5,,
233728107012,94,4,,
233728107015,67,5,,
233728107018,78,5,,
233728107021,,,,
233728107023,587,7,787,
233728107028,61,4,,
233728267001,94,4,,
233728267004,102,4,,
233728267014,116,4,,
233728267016,330,3,,
233728267019,98,4,,
233728267024,67,5,65,
233728267025,67,5,,
233728267031,78,5,,
233728267034,,,,
233728267040,78,5,,
233728267044,,,,
233728267048,,,,
233728267052,,,,
233728267055,360,2,788,
233728696001,267,5,,
233728696004,102,4,115,
233728696011,102,4,,
233728696019,317,2,,
233728696022,317,2,478,
233728696028,34,4,,
233728696031,346,5,,
233728696036,102,4,,
233728696037,360,2,,
233728696040,317,2,,
233728696043,255,5,,
233728696048,317,2,,
233728696049,,,,
233728696052,255,5,815,
233728696056,116,4,,
233728696058,94,4,,
233728696063,317,2,,
233728696065,44,4,,
233728900002,78,5,,
233728900004,160,5,615,
233728900009,360,2,,
233728900010,330,3,,
233728900013,98,6,,
233728900018,255,5,15,
233728900024,360,2,,
233728900026,116,4,,
233728900028,381,5,,
233728900033,98,6,,
233728900035,317,2,1015,
233728900039,83,4,,
233728900041,101,5,,
233728900045,74,5,,
233728900046,98,4,,
233728900049,67,5,,
233728900052,116,4,,
233728900055,267,5,,
233728900059,346,5,,
233738404002,44,4,,
233738404004,61,4,,
233738404014,355,5,1015,
233738404016,117,5,315,
233738404019,61,4,,
233738404024,255,5,,
233738404026,360,2,,
233738404033,456,3,,
233738404034,324,5,,
233738404038,94,4,165,
233738404043,250,5,,
233738860001,61,1,,
233738860006,317,2,,
233738860009,74,5,,
233738860010,317,2,,
233738860014,301,5,15,
233738860016,,,,
233738860021,67,5,883,
233738860022,94,4,,
233738860027,330,3,,
233738860028,330,3,,
233738860032,272,1,,
233738860034,330,3,,
233738860037,,,,
233738860041,255,5,,
233738860043,340,5,,
233738861001,,,,
233738861004,44,4,,
