SERIAL,SPEND,SPENDIMPREASON,FARE,FAREK,OPERA_PV
262038273010.0,,,25.0,0.0,3.0
262038273011.0,,,25.0,0.0,3.0
262038273012.0,,,25.0,0.0,3.0
262038273013.0,,,25.0,0.0,3.0
262038273014.0,,,25.0,0.0,3.0
262038844001.0,,,25.0,0.0,3.0
262038844002.0,125.0,,25.0,0.0,3.0
262038844003.0,55.0,,118.0,6.0,3.0
262038844004.0,,,25.0,0.0,3.0
262038844005.0,,,25.0,0.0,3.0
262038844006.0,80.0,,118.0,6.0,3.0
262038844007.0,,,25.0,0.0,3.0
262038844008.0,,,25.0,0.0,3.0
262038975002.0,,,25.0,0.0,3.0
262038975003.0,250.0,,45.0,,3.0
262038975004.0,,,,,1.0
262038975005.0,,,25.0,0.0,3.0
262038975006.0,,,25.0,0.0,3.0
262048185001.0,,,25.0,0.0,3.0
262048185002.0,413.0,,21.0,0.0,3.0
262048185004.0,3500.0,,21.0,0.0,3.0
262048185005.0,25.0,,118.0,6.0,3.0
262048185007.0,,,25.0,0.0,3.0
262048185008.0,,,25.0,0.0,3.0
262048185009.0,425.0,,21.0,0.0,3.0
262048185010.0,400.0,,21.0,0.0,3.0
262048185012.0,,,25.0,0.0,3.0
262048185013.0,,,25.0,0.0,3.0
262048185014.0,,,25.0,0.0,3.0
262048185015.0,,,25.0,0.0,3.0
262048185016.0,,,25.0,0.0,3.0
262048185017.0,,,25.0,0.0,3.0
262048185018.0,,,25.0,0.0,3.0
262048185019.0,,,25.0,0.0,3.0
262048185021.0,1000.0,,50.0,,3.0
262048298002.0,,,25.0,0.0,3.0
262048298003.0,,,25.0,0.0,3.0
262048298005.0,174.0,,25.0,0.0,3.0
262048298006.0,,,,,1.0
262048298010.0,,,25.0,0.0,3.0
262048298011.0,,,25.0,0.0,3.0
262048808001.0,,,25.0,0.0,3.0
262048808002.0,6000.0,,21.0,0.0,3.0
262048808003.0,,,25.0,0.0,3.0
262048808004.0,154.0,,21.0,0.0,3.0
262048808005.0,,,,,2.0
262048808006.0,250.0,,21.0,0.0,3.0
262048808007.0,,,25.0,0.0,3.0
262048808008.0,,,25.0,0.0,3.0
262048808009.0,,,,,1.0
262048808010.0,,,25.0,0.0,3.0
262048808011.0,,,25.0,0.0,3.0
262048808012.0,,,25.0,0.0,3.0
262048808013.0,200.0,,21.0,0.0,3.0
262048808014.0,,,25.0,0.0,3.0
262048808015.0,100.0,,25.0,0.0,3.0
262048844001.0,100.0,,21.0,0.0,3.0
262048844002.0,,,25.0,0.0,3.0
262048844003.0,,,25.0,0.0,3.0
262048844004.0,100.0,,25.0,0.0,3.0
262048844005.0,,,25.0,0.0,3.0
262048844006.0,3694.0,,21.0,0.0,3.0
262048844007.0,78.0,,118.0,6.0,3.0
262048844008.0,90.0,,118.0,6.0,3.0
262048844009.0,,,25.0,0.0,3.0
262048844010.0,250.0,,21.0,0.0,3.0
262048844011.0,,,25.0,0.0,3.0
262048844012.0,,,,,1.0
262048844013.0,434.0,,17.0,,3.0
262048844014.0,61.0,,118.0,6.0,3.0
262048844015.0,,,25.0,0.0,3.0
262048844016.0,230.0,,25.0,0.0,3.0
262048844017.0,,,,,1.0
262058273002.0,,,25.0,0.0,3.0
262058273003.0,,,25.0,0.0,3.0
262058273004.0,,,25.0,0.0,3.0
262058273005.0,650.0,,50.0,,3.0
262058273006.0,,,,,2.0
262058273010.0,,,25.0,0.0,3.0
262058273011.0,,,25.0,0.0,3.0
262058273012.0,600.0,,42.0,,3.0
262058273013.0,350.0,,21.0,,3.0
262058273014.0,,,25.0,0.0,3.0
262058273015.0,,,25.0,0.0,3.0
262058273016.0,,,25.0,0.0,3.0
262058273017.0,500.0,,40.0,,3.0
262058273018.0,,,25.0,0.0,3.0
262058273019.0,,,25.0,0.0,3.0
262058273020.0,,,25.0,0.0,3.0
262058273021.0,,,25.0,0.0,3.0
262058298004.0,,,25.0,0.0,3.0
262058298009.0,,,25.0,0.0,3.0
262058298011.0,,,25.0,0.0,3.0
262058298012.0,,,25.0,0.0,3.0
262058298014.0,,,25.0,0.0,3.0
262058298015.0,0.0,,118.0,6.0,3.0
262058298017.0,,,25.0,0.0,3.0
262058298019.0,0.0,,118.0,6.0,3.0
262058298020.0,0.0,,25.0,0.0,3.0
262058298021.0,,,25.0,0.0,3.0
262058298022.0,,,,,1.0
262058298023.0,,,25.0,0.0,3.0
262058298026.0,434.0,,25.0,0.0,3.0
262058298027.0,,,,,2.0
262058298028.0,,,25.0,0.0,3.0
262058298029.0,,,25.0,0.0,3.0
262058298031.0,260.0,,20.0,,3.0
262058298032.0,,,25.0,0.0,3.0
262058298033.0,,,25.0,0.0,3.0
262058688002.0,250.0,,25.0,0.0,3.0
262058688003.0,150.0,,25.0,0.0,3.0
262058688008.0,,,,,2.0
262058688012.0,,,25.0,0.0,3.0
262058688013.0,,,25.0,0.0,3.0
262058688014.0,,,,,2.0
262058688015.0,150.0,,4.0,,3.0
262058688017.0,300.0,,22.0,,3.0
262058688023.0,452.0,,118.0,6.0,3.0
262058688024.0,,,,,2.0
262058845003.0,700.0,,25.0,0.0,3.0
262058845012.0,,,25.0,0.0,3.0
262058845015.0,,,,,2.0
262058845016.0,50.0,,25.0,0.0,3.0
262058845017.0,25.0,,118.0,6.0,3.0
262058845019.0,,,,,2.0
262068273001.0,,,118.0,6.0,3.0
262068273002.0,,,118.0,6.0,3.0
262068273003.0,,,,0.0,3.0
262068273004.0,,,,0.0,3.0
262068273009.0,,,,,2.0
262068273010.0,7.0,,6.0,,3.0
262068273011.0,,,25.0,0.0,3.0
262068273012.0,,,25.0,0.0,3.0
262068273013.0,,,25.0,0.0,3.0
262068669002.0,,,25.0,0.0,3.0
262068669003.0,,,25.0,0.0,3.0
262068669004.0,,,25.0,0.0,3.0
262068669006.0,,,25.0,0.0,3.0
262068699002.0,250.0,,38.0,,3.0
262068699003.0,,,25.0,0.0,3.0
262068699004.0,,,25.0,0.0,3.0
262068808001.0,,1.0,101.0,6.0,3.0
262068808002.0,0.0,,118.0,6.0,3.0
262068808003.0,0.0,,118.0,6.0,3.0
262068808004.0,0.0,,118.0,6.0,3.0
262068808005.0,366.0,,21.0,0.0,3.0
262068808006.0,,,,0.0,3.0
262068844001.0,,,25.0,0.0,3.0
262068844002.0,52.0,,118.0,6.0,3.0
262068844003.0,,,118.0,6.0,3.0
262068844004.0,52.0,,118.0,6.0,3.0
262068844005.0,,,25.0,0.0,3.0
262068844006.0,,,25.0,0.0,3.0
262068844007.0,,,,0.0,3.0
262068844008.0,,,,0.0,3.0
262068844012.0,400.0,,11.0,,3.0
262068844013.0,,,25.0,0.0,3.0
262068844014.0,,,25.0,0.0,3.0
262078030001.0,0.0,,25.0,0.0,3.0
262078030002.0,249.0,,21.0,0.0,3.0
262078030003.0,,,25.0,0.0,3.0
262078030004.0,600.0,,25.0,0.0,3.0
262078030005.0,,,25.0,0.0,3.0
262078030006.0,,,25.0,0.0,3.0
262078030007.0,,,25.0,0.0,3.0
262078185002.0,100.0,,25.0,0.0,3.0
262078185003.0,0.0,,20.0,,3.0
262078185004.0,143.0,,9.0,,3.0
262078185005.0,,,25.0,0.0,3.0
262078185006.0,,,25.0,0.0,3.0
262078185007.0,,,25.0,0.0,3.0
262078185008.0,500.0,,8.0,,3.0
262078185009.0,,,25.0,0.0,3.0
262078185010.0,,,25.0,0.0,3.0
262078185012.0,400.0,,32.0,,3.0
262078185013.0,500.0,,68.0,,3.0
262078185014.0,,,25.0,0.0,3.0
262078185015.0,,,25.0,0.0,3.0
262078808001.0,,,25.0,0.0,3.0
262078808002.0,353.0,,21.0,0.0,3.0
262078808003.0,500.0,,25.0,0.0,3.0
262078808004.0,200.0,,25.0,0.0,3.0
262078808005.0,,,25.0,0.0,3.0
262078808006.0,10000.0,,25.0,0.0,3.0
262078808007.0,150.0,,25.0,0.0,3.0
262078808008.0,0.0,,118.0,6.0,3.0
262078844002.0,,,25.0,0.0,3.0
262078844003.0,100.0,,,0.0,3.0
262078844004.0,187.0,,9.0,,3.0
262078844005.0,,,,,1.0
262078844006.0,,,,,3.0
262078844007.0,,,25.0,0.0,3.0
262078844008.0,,,25.0,0.0,3.0
262078844009.0,,,25.0,0.0,3.0
262078844010.0,,,25.0,0.0,3.0
262078844012.0,,,25.0,0.0,3.0
262078844013.0,,,25.0,0.0,3.0
262078844014.0,,,25.0,0.0,3.0
262078844016.0,174.0,,20.0,,3.0
262078844017.0,,,25.0,0.0,3.0
262078844018.0,300.0,,55.0,,3.0
262078844019.0,,,25.0,0.0,3.0
262078975001.0,,,25.0,0.0,3.0
262078975002.0,303.0,,21.0,0.0,3.0
262078975003.0,,,,,1.0
262078975004.0,100.0,,25.0,0.0,3.0
262078975005.0,,,25.0,0.0,3.0
262078975006.0,,1.0,101.0,6.0,3.0
262078975008.0,,,,,2.0
262078975009.0,120.0,,50.0,,3.0
262078975010.0,0.0,,25.0,0.0,3.0
262078975011.0,,,,,1.0
262078975012.0,,,,,3.0
262078975013.0,387.0,,8.0,,3.0
262078975014.0,,,,,2.0
262078975015.0,,,,,2.0
262078975016.0,143.0,,21.0,0.0,3.0
262078975017.0,883.0,,21.0,0.0,3.0
262078975018.0,,,25.0,0.0,3.0
262078975019.0,159.0,,101.0,6.0,3.0
262088273001.0,,,25.0,0.0,3.0
262088273002.0,,,25.0,0.0,3.0
262088273003.0,,,25.0,0.0,3.0
262088273004.0,,,25.0,0.0,3.0
262088273005.0,,,25.0,0.0,3.0
262088273006.0,,,25.0,0.0,3.0
262088273007.0,,,25.0,0.0,3.0
262088273008.0,167.0,,22.0,,3.0
262088273009.0,300.0,,30.0,,3.0
262088273010.0,100.0,,6.0,,3.0
262088273011.0,292.0,,21.0,0.0,3.0
262088273012.0,325.0,,33.0,,3.0
262088688001.0,,,25.0,0.0,3.0
262088688002.0,2000.0,,25.0,0.0,3.0
262088688003.0,,,25.0,0.0,3.0
262088688004.0,174.0,,25.0,0.0,3.0
262088800001.0,150.0,,35.0,,3.0
262088800002.0,390.0,,21.0,0.0,3.0
262088800003.0,175.0,,6.0,,3.0
262088800005.0,,,25.0,0.0,3.0
262088800006.0,,,25.0,0.0,3.0
262088800007.0,,,25.0,0.0,3.0
262088800008.0,,,25.0,0.0,3.0
262088844001.0,,,25.0,0.0,3.0
262088844002.0,,,25.0,0.0,3.0
262088844003.0,,,25.0,0.0,3.0
262088844004.0,,,25.0,0.0,3.0
262088844005.0,,,25.0,0.0,3.0
262088844006.0,10.0,,25.0,0.0,3.0
262088844008.0,576.0,,21.0,0.0,3.0
262088844009.0,83.0,,8.0,,3.0
262088844010.0,67.0,,8.0,,3.0
262088844013.0,,,25.0,0.0,3.0
262088844014.0,50.0,,118.0,6.0,3.0
262088975001.0,,,25.0,0.0,3.0
262088975002.0,,,25.0,0.0,3.0
262088975003.0,,,25.0,0.0,3.0
262088975004.0,,,25.0,0.0,3.0
262088975005.0,,,25.0,0.0,3.0
262088975006.0,,,25.0,0.0,3.0
262088975007.0,,,25.0,0.0,3.0
262108030001.0,200.0,,118.0,6.0,3.0
262108030002.0,150.0,,118.0,6.0,3.0
262108030003.0,,,25.0,0.0,3.0
262108030004.0,20.0,,118.0,6.0,3.0
262108030005.0,134.0,,118.0,6.0,3.0
262108030006.0,,,,0.0,3.0
262108030008.0,,,25.0,0.0,3.0
262108206002.0,,,,,2.0
262108206003.0,,,,,2.0
262108206004.0,,,,,3.0
262108206005.0,,,25.0,0.0,3.0
262108206008.0,43.0,,118.0,6.0,3.0
262108206009.0,,,,0.0,3.0
262108206010.0,,,25.0,0.0,3.0
262108206011.0,,,25.0,0.0,3.0
262108669001.0,0.0,,118.0,6.0,3.0
262108669002.0,0.0,,118.0,6.0,3.0
262108669003.0,0.0,,118.0,6.0,3.0
262108669004.0,0.0,,118.0,6.0,3.0
262108669005.0,,,,0.0,3.0
262108669007.0,,,25.0,0.0,3.0
262108669008.0,,,25.0,0.0,3.0
262108669010.0,1500.0,,28.0,,3.0
262108669012.0,,,25.0,0.0,3.0
262108669013.0,,,,,1.0
262108669014.0,,,,0.0,3.0
262108669015.0,500.0,,18.0,,3.0
262108800001.0,,,25.0,0.0,3.0
262108800002.0,,,25.0,0.0,3.0
262108800003.0,,,25.0,0.0,3.0
262108800004.0,,,25.0,0.0,3.0
262108800005.0,,,,,1.0
262108800006.0,,,25.0,0.0,3.0
262108800007.0,38.0,,25.0,0.0,3.0
262108800008.0,,,25.0,0.0,3.0
262108800009.0,,,118.0,6.0,3.0
262108800010.0,,,118.0,6.0,3.0
262108800011.0,,,,0.0,3.0
262108800013.0,,,25.0,0.0,3.0
262108800014.0,,,25.0,0.0,3.0
262108800016.0,,,,,1.0
262108800017.0,,,25.0,0.0,3.0
262108800018.0,,,25.0,0.0,3.0
262108800021.0,,,25.0,0.0,3.0
262108800022.0,,,25.0,0.0,3.0
262108800023.0,,,25.0,0.0,3.0
262108800024.0,,,25.0,0.0,3.0
262108975001.0,,,25.0,0.0,3.0
262108975002.0,,,25.0,0.0,3.0
262108975003.0,,,25.0,0.0,3.0
262108975004.0,,1.0,101.0,6.0,3.0
262108975005.0,,,25.0,0.0,3.0
262108975006.0,,,,0.0,3.0
262108975007.0,,,,,1.0
262108975008.0,,,25.0,0.0,3.0
262108975009.0,,,25.0,0.0,3.0
262228206001.0,,,25.0,0.0,3.0
262228206002.0,,,25.0,0.0,3.0
262228206003.0,1500.0,,25.0,0.0,3.0
262228206004.0,250.0,,25.0,0.0,3.0
262228206005.0,20.0,,118.0,6.0,3.0
262228206006.0,30.0,,118.0,6.0,3.0
262228206008.0,650.0,,1.0,,3.0
262228206009.0,,,25.0,0.0,3.0
262228206010.0,1200.0,,100.0,,3.0
262228206011.0,1667.0,,25.0,,3.0
262228800001.0,0.0,,118.0,6.0,3.0
262228800002.0,711.0,,21.0,0.0,3.0
262228800003.0,,,25.0,0.0,3.0
262228800004.0,,,25.0,0.0,3.0
262228800005.0,400.0,,25.0,0.0,3.0
262228800007.0,,,25.0,0.0,3.0
262228800008.0,26.0,,118.0,6.0,3.0
262228808001.0,,,25.0,0.0,3.0
262228808002.0,,,25.0,0.0,3.0
262228808003.0,,,25.0,0.0,3.0
262228808004.0,,,25.0,0.0,3.0
262228808005.0,,,25.0,0.0,3.0
262228808006.0,250.0,,18.0,,3.0
262228808007.0,,,25.0,0.0,3.0
262228808008.0,,,25.0,0.0,3.0
262228844001.0,600.0,,25.0,0.0,3.0
262228844002.0,750.0,,25.0,0.0,3.0
262228844003.0,,,25.0,0.0,3.0
262228844004.0,,,,,1.0
262228844005.0,,,,,1.0
262228844006.0,390.0,,21.0,0.0,3.0
262228844007.0,30.0,,118.0,6.0,3.0
262228844008.0,52.0,,118.0,6.0,3.0
262228844009.0,,,25.0,0.0,3.0
262228844010.0,,,25.0,0.0,3.0
262228975002.0,,,25.0,0.0,3.0
262228975003.0,1808.0,,21.0,0.0,3.0
262228975004.0,,,,,1.0
262228975005.0,,,25.0,0.0,3.0
262228975006.0,160.0,,91.0,,3.0
262238030001.0,100.0,,25.0,0.0,3.0
262238030002.0,,,25.0,0.0,3.0
262238273001.0,,,25.0,0.0,3.0
262238273002.0,,,25.0,0.0,3.0
262238273003.0,,,25.0,0.0,3.0
262238273004.0,,,25.0,0.0,3.0
262238273005.0,,,118.0,6.0,3.0
262238273006.0,,,118.0,6.0,3.0
262238273007.0,,,25.0,0.0,3.0
262238273008.0,,,25.0,0.0,3.0
262238273009.0,,,25.0,0.0,3.0
262238273011.0,,,25.0,0.0,3.0
262238273012.0,,,25.0,0.0,3.0
262238273013.0,,,25.0,0.0,3.0
262238273014.0,,,25.0,0.0,3.0
262238669001.0,567.0,,17.0,,3.0
262238669002.0,,,25.0,0.0,3.0
262238688001.0,,,25.0,0.0,3.0
262238688003.0,,,25.0,0.0,3.0
262238688004.0,,,25.0,0.0,3.0
262238688005.0,,,25.0,0.0,3.0
262238688006.0,,,25.0,0.0,3.0
262238800001.0,,,25.0,0.0,3.0
262238800002.0,,,25.0,0.0,3.0
262238800003.0,600.0,,25.0,0.0,3.0
262238845001.0,,,25.0,0.0,3.0
262238845002.0,,,25.0,0.0,3.0
262238845003.0,10.0,,118.0,6.0,3.0
262238845004.0,,,,,2.0
262238845005.0,,,25.0,0.0,3.0
262238845006.0,,,,,2.0
262238845007.0,,,25.0,0.0,3.0
262238845008.0,,,25.0,0.0,3.0
262238845009.0,,,25.0,0.0,3.0
262238845010.0,,,25.0,0.0,3.0
262248030001.0,200.0,,25.0,0.0,3.0
262248030002.0,600.0,,25.0,0.0,3.0
262248030003.0,400.0,,19.0,,3.0
262248030004.0,212.0,,19.0,,3.0
262248030005.0,112.0,,33.0,,3.0
262248030006.0,,,25.0,0.0,3.0
262248030007.0,,,25.0,0.0,3.0
262248030008.0,1375.0,,13.0,,3.0
262248030009.0,,,25.0,0.0,3.0
262248030010.0,393.0,,19.0,,3.0
262248273001.0,,,,,1.0
262248273002.0,174.0,,25.0,0.0,3.0
262248273004.0,,,25.0,0.0,3.0
262248273005.0,,,25.0,0.0,3.0
262248298001.0,0.0,,118.0,6.0,3.0
262248298002.0,,,25.0,0.0,3.0
262248298003.0,400.0,,23.0,,3.0
262248298004.0,152.0,,22.0,,3.0
262248298005.0,,,25.0,0.0,3.0
262248298006.0,289.0,,20.0,,3.0
262248298007.0,,,,,1.0
262248298009.0,174.0,,18.0,,3.0
262248298010.0,,,25.0,0.0,3.0
262248298011.0,87.0,,13.0,,3.0
262248298012.0,304.0,,35.0,,3.0
262248669001.0,450.0,,18.0,,3.0
262248669002.0,175.0,,13.0,,3.0
262248669003.0,,,,,2.0
262248669004.0,87.0,,65.0,,3.0
262248669005.0,250.0,,20.0,,3.0
262248669006.0,333.0,,22.0,,3.0
262248669007.0,,,25.0,0.0,3.0
262248669008.0,,,,,1.0
262248669009.0,450.0,,17.0,,3.0
262248699001.0,167.0,,25.0,0.0,3.0
262248699002.0,50.0,,118.0,6.0,3.0
262248699003.0,,,25.0,0.0,3.0
262248699004.0,0.0,,25.0,0.0,3.0
262248800002.0,434.0,,25.0,0.0,3.0
262248800003.0,,,118.0,6.0,3.0
262248800004.0,,,,,3.0
262248800005.0,,,,,3.0
262248800006.0,180.0,,118.0,6.0,3.0
262248800007.0,72.0,,17.0,,3.0
262248800008.0,,,25.0,0.0,3.0
262248800013.0,,,,,1.0
262248800014.0,121.0,,12.0,,3.0
262248800015.0,333.0,,18.0,,3.0
262248800016.0,578.0,,17.0,,3.0
262248800019.0,,,25.0,0.0,3.0
262248800020.0,,,25.0,0.0,3.0
262248800021.0,,,,,1.0
262248800023.0,87.0,,50.0,,3.0
262248800024.0,347.0,,8.0,,3.0
262258669001.0,,,,0.0,3.0
262258669002.0,,,,0.0,3.0
262258669004.0,400.0,,20.0,,3.0
262258669005.0,,,25.0,0.0,3.0
262258688001.0,,1.0,101.0,6.0,3.0
262258688002.0,,,118.0,6.0,3.0
262258688003.0,,,,0.0,3.0
262258688004.0,,,25.0,0.0,3.0
262258688005.0,500.0,,25.0,0.0,3.0
262258699001.0,,,25.0,0.0,3.0
262258699002.0,,,25.0,0.0,3.0
262258699003.0,730.0,,118.0,6.0,3.0
262258699004.0,261.0,,118.0,6.0,3.0
262258699005.0,,,,0.0,3.0
262258699006.0,,,,0.0,3.0
262258699007.0,,,,,1.0
262258800001.0,,,118.0,6.0,3.0
262258800002.0,,,118.0,6.0,3.0
262258800003.0,,,118.0,6.0,3.0
262258800004.0,0.0,,118.0,6.0,3.0
262258800005.0,,,,0.0,3.0
262258800006.0,,,,0.0,3.0
262258975002.0,,,25.0,0.0,3.0
262258975003.0,500.0,,23.0,,3.0
262258975004.0,,1.0,101.0,6.0,3.0
262418030003.0,,,26.0,0.0,3.0
262418030004.0,400.0,,12.0,,3.0
262418206001.0,150.0,,118.0,6.0,3.0
262418206002.0,,,,,1.0
262418206003.0,,,,,2.0
262418206004.0,,,26.0,0.0,3.0
262418273009.0,,,,,1.0
262418273010.0,,,,,1.0
262418273011.0,,,26.0,0.0,3.0
262418273012.0,,,26.0,0.0,3.0
262418273013.0,,,26.0,0.0,3.0
262418273014.0,,,26.0,0.0,3.0
262418845001.0,,,26.0,0.0,3.0
262418845002.0,,,,,1.0
262418845003.0,,,,,1.0
262418845004.0,,,26.0,0.0,3.0
262418845005.0,,,,,1.0
262418845006.0,0.0,,118.0,6.0,3.0
262418845007.0,,,26.0,0.0,3.0
262418845016.0,,,26.0,0.0,3.0
262418975001.0,,,,,1.0
262418975002.0,,,26.0,0.0,3.0
262418975003.0,,,,,2.0
262418975004.0,,,,,1.0
262418975005.0,,,26.0,0.0,3.0
262418975006.0,,,26.0,0.0,3.0
262418975007.0,,,,,2.0
262418975008.0,,,26.0,0.0,3.0
262418975009.0,,,,,1.0
262418975010.0,,1.0,101.0,6.0,3.0
262418975011.0,,,,,1.0
262418975012.0,,,,,2.0
262418975013.0,,,,,2.0
262418975014.0,,,,,1.0
262418975015.0,,,,,2.0
262418975016.0,,,,,1.0
262418975017.0,,,,,2.0
262418975018.0,,,,,1.0
262418975020.0,,,26.0,0.0,3.0
262418975021.0,,,26.0,0.0,3.0
262418975022.0,,,26.0,0.0,3.0
262418975023.0,,,26.0,0.0,3.0
262418975024.0,,,26.0,0.0,3.0
262428030001.0,,,26.0,0.0,3.0
262428030002.0,,,26.0,0.0,3.0
262428030003.0,,,26.0,0.0,3.0
262428030004.0,,,,,2.0
262428030005.0,22.0,,26.0,0.0,3.0
262428030006.0,,,,,2.0
262428030007.0,0.0,,118.0,6.0,3.0
262428273002.0,200.0,,13.0,,3.0
262428273003.0,,,26.0,0.0,3.0
262428273004.0,200.0,,23.0,,3.0
262428273005.0,,,26.0,0.0,3.0
262428273006.0,,,26.0,0.0,3.0
262428273007.0,,,26.0,0.0,3.0
262428273008.0,350.0,,20.0,,3.0
262428273009.0,,,26.0,0.0,3.0
262428273010.0,,,26.0,0.0,3.0
262428273011.0,,,,,2.0
262428273012.0,,,26.0,0.0,3.0
262428688001.0,250.0,,26.0,0.0,3.0
262428688002.0,,,26.0,0.0,3.0
262428688003.0,0.0,,118.0,6.0,3.0
262428688005.0,,,26.0,0.0,3.0
262428688006.0,,,26.0,0.0,3.0
262428688007.0,,,26.0,0.0,3.0
262428688008.0,,,26.0,0.0,3.0
262428688009.0,,,26.0,0.0,3.0
262428688010.0,,,26.0,0.0,3.0
262428688011.0,500.0,,60.0,,3.0
262428688012.0,,,26.0,0.0,3.0
262428688013.0,,,26.0,0.0,3.0
262428688014.0,,,26.0,0.0,3.0
262428808002.0,,,26.0,0.0,3.0
262428808003.0,,,21.0,,3.0
262428808004.0,,,26.0,0.0,3.0
262428808005.0,,,26.0,0.0,3.0
262428808006.0,,,,,1.0
262428808007.0,,,26.0,0.0,3.0
262428808008.0,,,26.0,0.0,3.0
262428808009.0,,,26.0,0.0,3.0
262428808010.0,,,,,1.0
262428808011.0,,,26.0,0.0,3.0
262428808012.0,,,,,2.0
262428808013.0,,,26.0,0.0,3.0
262428808014.0,,,26.0,0.0,3.0
262428808015.0,,,26.0,0.0,3.0
262428975001.0,,,,,1.0
262428975002.0,,,26.0,0.0,3.0
262428975003.0,,,26.0,0.0,3.0
262428975004.0,,,26.0,0.0,3.0
262428975005.0,104.0,,22.0,0.0,3.0
262428975006.0,,1.0,101.0,6.0,3.0
262438030001.0,60.0,,22.0,0.0,3.0
262438030002.0,0.0,,118.0,6.0,3.0
262438030003.0,175.0,,19.0,,3.0
262438030004.0,,,26.0,0.0,3.0
262438030005.0,,,26.0,0.0,3.0
262438030006.0,,,26.0,0.0,3.0
262438273001.0,,,,,2.0
262438273002.0,,,118.0,6.0,3.0
262438273003.0,,,118.0,6.0,3.0
262438273004.0,,,,,1.0
262438273005.0,,,26.0,0.0,3.0
262438273006.0,100.0,,25.0,,3.0
262438273007.0,67.0,,17.0,,3.0
262438273008.0,,,26.0,0.0,3.0
262438273009.0,,,26.0,0.0,3.0
262438273010.0,,,,,1.0
262438273011.0,175.0,,25.0,,3.0
262438273012.0,,,26.0,0.0,3.0
262438298002.0,868.0,,22.0,,3.0
262438298003.0,694.0,,70.0,,3.0
262438298004.0,1085.0,,43.0,,3.0
262438298005.0,,,,,2.0
262438298006.0,,,,,1.0
262438298007.0,,,26.0,0.0,3.0
262438688001.0,1519.0,,26.0,0.0,3.0
262438688002.0,,,26.0,0.0,3.0
262438688003.0,,,26.0,0.0,3.0
262438688004.0,400.0,,26.0,0.0,3.0
262438688005.0,,,,,1.0
262438688006.0,,,,,2.0
262438688007.0,10.0,,118.0,6.0,3.0
262438688008.0,300.0,,16.0,,3.0
262438688009.0,150.0,,26.0,0.0,3.0
262438688011.0,,,26.0,0.0,3.0
262438699001.0,1250.0,,26.0,0.0,3.0
262438699002.0,1302.0,,26.0,0.0,3.0
262438699003.0,,,,,1.0
262438699004.0,,,,,2.0
262438699005.0,40.0,,118.0,6.0,3.0
262438699006.0,,,26.0,0.0,3.0
262438699007.0,,,26.0,0.0,3.0
262438699008.0,0.0,,118.0,6.0,3.0
262438845001.0,,,26.0,0.0,3.0
262438845002.0,,,26.0,0.0,3.0
262438845003.0,,,26.0,0.0,3.0
262438845004.0,800.0,,,0.0,3.0
262438845005.0,0.0,,118.0,6.0,3.0
262438845006.0,20.0,,118.0,6.0,3.0
262448185002.0,,,26.0,0.0,3.0
262448185003.0,33.0,,60.0,,3.0
262448185004.0,250.0,,46.0,,3.0
262448185005.0,,,26.0,0.0,3.0
262448185007.0,,,26.0,0.0,3.0
262448185008.0,44.0,,10.0,,3.0
262448185009.0,200.0,,10.0,,3.0
262448808002.0,87.0,,118.0,6.0,3.0
262448808005.0,,,26.0,0.0,3.0
262448808007.0,300.0,,20.0,,3.0
262448808008.0,,,,,1.0
262448808009.0,,,,,1.0
262448808010.0,,,26.0,0.0,3.0
262448808011.0,87.0,,38.0,,3.0
262448808012.0,,,26.0,0.0,3.0
262448808013.0,,,26.0,0.0,3.0
262448808302.0,,,,,1.0
262448844001.0,,,26.0,0.0,3.0
262448844002.0,600.0,,26.0,0.0,3.0
262448844003.0,,,,,2.0
262448844005.0,500.0,,26.0,0.0,3.0
262448844007.0,25.0,,118.0,6.0,3.0
262448844008.0,695.0,,118.0,6.0,3.0
262448844009.0,100.0,,26.0,0.0,3.0
262448845001.0,,,,,2.0
262448845002.0,300.0,,26.0,0.0,3.0
262448845003.0,750.0,,26.0,0.0,3.0
262448845004.0,,,,,1.0
262448845005.0,,,26.0,0.0,3.0
262448845006.0,,,,,1.0
262448845007.0,,,,,1.0
262448845008.0,100.0,,28.0,,3.0
262448845009.0,750.0,,23.0,,3.0
262448845010.0,250.0,,19.0,,3.0
262448845011.0,,,26.0,0.0,3.0
262448845012.0,,,,,2.0
262448845013.0,,,,,1.0
262448845014.0,,,26.0,0.0,3.0
262448845015.0,,,26.0,0.0,3.0
262448975001.0,994.0,,22.0,0.0,3.0
262448975002.0,,,,,1.0
262448975003.0,337.0,,22.0,0.0,3.0
262448975004.0,,,26.0,0.0,3.0
262448975005.0,,,,,1.0
262448975006.0,1660.0,,26.0,0.0,3.0
262518332001.0,390.0,,83.0,0.0,3.0
262518332002.0,,,83.0,0.0,3.0
262518332003.0,,,83.0,0.0,3.0
262518332004.0,300.0,,118.0,6.0,3.0
262518332005.0,,,83.0,0.0,3.0
262518332006.0,200.0,,118.0,6.0,3.0
262518478001.0,100.0,,70.0,0.0,3.0
262518478002.0,50.0,,70.0,0.0,3.0
262518478003.0,200.0,,101.0,6.0,3.0
262518478004.0,120.0,,83.0,0.0,3.0
262518478005.0,150.0,,70.0,0.0,3.0
262518478006.0,150.0,,70.0,0.0,3.0
262518478007.0,,,83.0,0.0,3.0
262518478008.0,,,83.0,0.0,3.0
